id,parent_fen,move_san,name,type,branches,priority,tier,frequency
34030,rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,h6,그로브 오프닝: 그로브 갬빗,blunder,[],10,3,0.52
34031,rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,d4,그로브 오프닝: 그로브 갬빗,blunder,[],11,3,0.29
34032,rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,b6,그로브 오프닝: 그로브 갬빗,blunder,[],12,3,0.25
34033,rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,Be6,그로브 오프닝: 그로브 갬빗,blunder,[],13,5,0.42
34034,rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,Qd6,그로브 오프닝: 그로브 갬빗,blunder,[],14,6,0.8
34035,rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,f5,그로브 오프닝: 그로브 갬빗,blunder,[],15,6,0.41
34036,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,g5,그로브 오프닝: 그로브 갬빗,excellent,[],1,2,68.25
34037,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,gxh5,"그로브 오프닝: 그로브 갬빗, 바스만 갬빗",book,[],2,2,20.98
34038,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,c4,그로브 오프닝: 그로브 갬빗,blunder,[],3,2,9.42
34039,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,h3,그로브 오프닝: 그로브 갬빗,incorrect,[],4,2,0.87
34040,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,e3,그로브 오프닝: 그로브 갬빗,incorrect,[],5,2,0.16
34041,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,d4,그로브 오프닝: 그로브 갬빗,incorrect,[],6,2,0.08
34042,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,f3,그로브 오프닝: 그로브 갬빗,incorrect,[],7,2,0.08
34043,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,b3,그로브 오프닝: 그로브 갬빗,incorrect,[],8,2,0.08
34044,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,c3,그로브 오프닝: 그로브 갬빗,incorrect,[],9,2,0.08
34045,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,e4,그로브 오프닝: 그로브 갬빗,incorrect,[],10,3,0.15
34046,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,d3,그로브 오프닝: 그로브 갬빗,incorrect,[],11,3,0.05
34047,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,Nc3,그로브 오프닝: 그로브 갬빗,incorrect,[],12,3,0.04
34049,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,Nf3,그로브 오프닝: 그로브 갬빗,incorrect,[],14,5,0.46
34050,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,h4,그로브 오프닝: 그로브 갬빗,incorrect,[],15,5,0.31
34051,rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,Bf3,그로브 오프닝: 그로브 갬빗,incorrect,[],16,6,4.29
34052,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,c4,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",book,[],1,1,100.0
34053,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,c3,그로브 오프닝: 그로브 갬빗,mistake,[],2,3,0.84
34054,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,h3,그로브 오프닝: 그로브 갬빗,mistake,[],3,3,0.33
34055,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,Nc3,그로브 오프닝: 그로브 갬빗,mistake,[],4,3,0.31
34056,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,d4,그로브 오프닝: 그로브 갬빗,mistake,[],5,3,0.26
34057,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,Bxd5,그로브 오프닝: 그로브 갬빗,mistake,[],6,3,0.13
34058,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,f3,그로브 오프닝: 그로브 갬빗,mistake,[],7,3,0.1
34059,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,Nf3,그로브 오프닝: 그로브 갬빗,mistake,[],8,3,0.09
34060,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,d3,그로브 오프닝: 그로브 갬빗,mistake,[],9,3,0.08
34061,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,b3,그로브 오프닝: 그로브 갬빗,mistake,[],10,3,0.05
34062,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,e3,그로브 오프닝: 그로브 갬빗,blunder,[],11,3,0.02
34063,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,b4,그로브 오프닝: 그로브 갬빗,mistake,[],12,3,0.02
34064,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,e4,그로브 오프닝: 그로브 갬빗,blunder,[],13,4,0.06
34065,rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,h4,그로브 오프닝: 그로브 갬빗,mistake,[],14,6,0.57
34066,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,c6,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",best,[],1,1,70.0
34067,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Nf6,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",inaccuracy,[],2,1,20.0
34068,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,d4,그로브 오프닝: 롬포드 카운터갬빗,book,[],3,1,10.0
34069,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Be6,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],4,2,15.7
34070,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,e6,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],5,2,15.29
34071,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,dxc4,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],6,2,6.7
34072,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Bc8,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],7,2,2.02
34073,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Bd7,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],8,2,0.53
34074,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Nd7,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],9,2,0.42
34075,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Nc6,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],10,2,0.25
34076,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,e5,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],11,2,0.22
34077,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Qd7,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],12,2,0.05
34078,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Bf5,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],13,3,0.06
34079,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Qd6,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],14,5,0.13
34080,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,Na6,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗",blunder,[],15,5,0.12
34081,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,Bxb7,그로브 오프닝: 롬포드 카운터갬빗,critical,[],1,1,100.0
34082,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,Qb3,그로브 오프닝: 롬포드 카운터갬빗,critical,[],2,3,14.68
34083,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,d3,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],3,3,1.66
34084,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,Qa4+,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],4,3,0.19
34085,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,c5,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],5,3,0.17
34086,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,h3,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],6,3,0.15
34087,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,Nf3,그로브 오프닝: 롬포드 카운터갬빗,critical,[],7,3,0.13
34088,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,Na3,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],8,3,0.06
34089,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,b4,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],9,3,0.06
34090,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,e3,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],10,3,0.06
34091,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,f3,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],11,3,0.04
34094,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,Qc2,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],14,4,0.03
34095,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq -,e4,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],15,5,0.04
34097,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,d3,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],2,2,0.62
34098,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,e5,그로브 오프닝: 롬포드 카운터갬빗,critical,[],3,2,0.12
34099,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,c6,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],4,2,0.12
34102,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,c5,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],7,3,0.39
34103,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,Qd6,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],8,3,0.36
34104,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,Nf6,그로브 오프닝: 롬포드 카운터갬빗,critical,[],9,3,0.32
34105,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,Bd7,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],10,3,0.23
34107,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,Qd7,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],12,3,0.07
34108,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,e6,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],13,4,0.28
34109,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,Be6,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],14,5,0.5
34110,rn1qkbnr/pBp1pppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQkq -,Bxe2,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],15,6,1.46
34111,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,Bxa8,그로브 오프닝: 롬포드 카운터갬빗,inaccuracy,[],1,1,100.0
34112,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,d3,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],2,2,2.62
34113,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,Qa4,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],3,2,2.37
34115,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,f3,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],5,2,1.75
34118,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,Bg2,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],8,2,0.25
34119,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,Bf3,그로브 오프닝: 롬포드 카운터갬빗,okay,[],9,2,0.25
34120,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,Na3,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],10,2,0.12
34121,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,c5,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],11,3,0.05
34122,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,f4,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],12,3,0.03
34123,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,Qc2,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],13,3,0.03
34124,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,b4,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],14,4,0.02
34125,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,Qb3,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],15,4,0.02
34126,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,e4,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],16,5,0.07
34127,r2qkbnr/pBpnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQkq -,e3,그로브 오프닝: 롬포드 카운터갬빗,blunder,[],17,6,0.72
34128,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Qxa8,"그로브 오프닝: 그로브 갬빗, 프리츠 갬빗, 롬포드 카운터갬빗",book,[],1,1,100.0
34129,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Qb8,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],2,3,0.14
34130,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,d3,그로브 오프닝: 롬포드 카운터갬빗,critical,[],3,3,0.08
34131,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Ne5,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],4,3,0.03
34132,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Nc5,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],5,3,0.03
34133,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,e5,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],6,3,0.03
34134,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Ngf6,그로브 오프닝: 롬포드 카운터갬빗,critical,[],7,3,0.03
34135,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,e6,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],8,4,0.02
34136,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Nb6,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],9,4,0.02
34137,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Qc8,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],10,4,0.02
34138,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,c6,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],11,4,0.02
34139,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,c5,그로브 오프닝: 롬포드 카운터갬빗,incorrect,[],12,4,0.02
34140,B2qkbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR b KQk -,Be6,그로브 오프닝: 롬포드 카운터갬빗,mistake,[],13,5,0.07
34141,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,c4,그로브 오프닝: 그로브 갬빗,critical,[],1,1,57.14
34142,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,d4,그로브 오프닝: 그로브 갬빗,critical,[],2,1,28.57
34143,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,h3,그로브 오프닝: 그로브 갬빗,critical,[],3,1,14.29
34144,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,d3,그로브 오프닝: 그로브 갬빗,incorrect,[],4,3,5.05
34145,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,g5,그로브 오프닝: 그로브 갬빗,critical,[],5,3,5.02
34146,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,c3,그로브 오프닝: 그로브 갬빗,incorrect,[],6,3,3.25
34147,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,a3,그로브 오프닝: 그로브 갬빗,incorrect,[],7,3,2.05
34148,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,e3,그로브 오프닝: 그로브 갬빗,incorrect,[],8,3,1.72
34149,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,h4,그로브 오프닝: 그로브 갬빗,incorrect,[],9,3,1.61
34151,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,Nc3,그로브 오프닝: 그로브 갬빗,incorrect,[],11,3,0.41
34152,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,b3,그로브 오프닝: 그로브 갬빗,incorrect,[],12,3,0.14
34153,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,Nf3,그로브 오프닝: 그로브 갬빗,incorrect,[],13,4,0.45
34154,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,Bxd5,그로브 오프닝: 그로브 갬빗,incorrect,[],14,6,1.87
34155,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,exd4,그로브 오프닝: 그로브 갬빗,best,[],1,1,100.0
34156,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,e4,그로브 오프닝: 그로브 갬빗,inaccuracy,[],2,2,82.21
34157,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,Bxg4,그로브 오프닝: 그로브 갬빗,inaccuracy,[],3,2,2.93
34158,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,Nc6,그로브 오프닝: 그로브 갬빗,inaccuracy,[],4,2,2.11
34159,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,c6,그로브 오프닝: 그로브 갬빗,inaccuracy,[],5,2,0.83
34160,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,f6,그로브 오프닝: 그로브 갬빗,mistake,[],6,2,0.17
34161,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,Be6,그로브 오프닝: 그로브 갬빗,mistake,[],7,2,0.14
34164,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,Bd6,그로브 오프닝: 그로브 갬빗,mistake,[],10,2,0.03
34165,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,c5,그로브 오프닝: 그로브 갬빗,mistake,[],11,2,0.03
34166,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,Qf6,그로브 오프닝: 그로브 갬빗,blunder,[],12,2,0.03
34167,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,h5,그로브 오프닝: 그로브 갬빗,mistake,[],13,3,0.05
34168,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,h6,그로브 오프닝: 그로브 갬빗,mistake,[],14,4,0.09
34169,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,f5,그로브 오프닝: 그로브 갬빗,blunder,[],15,4,0.07
34170,rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,Bb4+,그로브 오프닝: 그로브 갬빗,mistake,[],16,5,0.16
34171,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,Qxd4,그로브 오프닝: 그로브 갬빗,critical,[],1,1,100.0
34172,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,c4,그로브 오프닝: 그로브 갬빗,mistake,[],2,3,3.64
34173,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,g5,그로브 오프닝: 그로브 갬빗,blunder,[],3,3,1.12
34174,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,h3,그로브 오프닝: 그로브 갬빗,critical,[],4,3,0.46
34175,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,Nf3,그로브 오프닝: 그로브 갬빗,critical,[],5,3,0.41
34176,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,c3,"그로브 오프닝: 그로브 갬빗, 케레스 갬빗",book,[],6,3,0.33
34177,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,e3,그로브 오프닝: 그로브 갬빗,blunder,[],7,3,0.17
34178,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,Qd3,그로브 오프닝: 그로브 갬빗,mistake,[],8,3,0.12
34180,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,Bf4,그로브 오프닝: 그로브 갬빗,mistake,[],10,3,0.04
34181,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,Bd2,그로브 오프닝: 그로브 갬빗,incorrect,[],11,3,0.04
34182,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,Bxd5,그로브 오프닝: 그로브 갬빗,incorrect,[],12,4,0.11
34183,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,f3,그로브 오프닝: 그로브 갬빗,incorrect,[],13,4,0.05
34184,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,e4,그로브 오프닝: 그로브 갬빗,mistake,[],14,4,0.05
34185,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,b4,그로브 오프닝: 그로브 갬빗,mistake,[],15,5,0.15
34186,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/8/PPP1PPBP/RNBQK1NR w KQkq -,Nh3,그로브 오프닝: 그로브 갬빗,mistake,[],16,6,0.36
