fen,san,name_ko,name_en,eval
rnbqkbnr/pppp1ppp/8/4p3/1P6/P7/2PPPPPP/RNBQKBNR b KQkq -,1. b4 e5 2. a3,폴리시 오프닝: 부가예프 어택,Polish Opening: Bugayev Attack,-0.4
rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 e5 2. Bb2 d6,폴리시 오프닝: 체코 디펜스,Polish Opening: Czech Defense,0.0
rnbqkbnr/ppppp1pp/8/5p2/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -,1. b4 f5,폴리시 오프닝: 더치 디펜스,Polish Opening: Dutch Defense,-0.4
rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 d5 2. Bb2 Qd6,폴리시 오프닝: 독일 디펜스,Polish Opening: German Defense,-0.2
r1bqkbnr/pppppppp/2n5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -,1. b4 Nc6,폴리시 오프닝: 그리고리안 바리에이션,Polish Opening: Grigorian Variation,-0.3
rnbqkb1r/pppppppp/7n/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -,1. b4 Nh6,폴리시 오프닝: 카르니에프스키 바리에이션,Polish Opening: Karniewski Variation,-0.4
rnbqkb1r/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -,1. b4 Nf6,폴리시 오프닝,Polish Opening,0.2
rnbqkb1r/pppppppp/5n2/8/1P6/8/PBPPPPPP/RN1QKBNR b KQkq -,1. b4 Nf6 2. Bb2,폴리시 오프닝,Polish Opening,-0.1
rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 Nf6 2. Bb2 g6,폴리시 오프닝: 킹즈 인디언 바리에이션,Polish Opening: King's Indian Variation,-0.1
rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -,1. b4 Nf6 2. Bb2 g6 3. e4,"폴리시 오프닝: 킹즈 인디언 바리에이션, 시플러 어택","Polish Opening: King's Indian Variation, Schiffler Attack",-0.3
rnbqkb1r/pppppp1p/5np1/8/1PP5/8/PB1PPPPP/RN1QKBNR b KQkq -,1. b4 Nf6 2. Bb2 g6 3. c4,폴리시 오프닝: 킹즈 인디언 바리에이션,Polish Opening: King's Indian Variation,0.0
rnbqk2r/ppppppbp/5np1/8/1PP5/8/PB1PPPPP/RN1QKBNR w KQkq -,1. b4 Nf6 2. Bb2 g6 3. c4 Bg7,폴리시 오프닝: 킹즈 인디언 바리에이션,Polish Opening: King's Indian Variation,-0.2
rnbqk2r/ppppppbp/5np1/8/1PP5/4P3/PB1P1PPP/RN1QKBNR b KQkq -,1. b4 Nf6 2. Bb2 g6 3. c4 Bg7 4. e3,폴리시 오프닝: 킹즈 인디언 바리에이션,Polish Opening: King's Indian Variation,0.0
rnbqk2r/ppp1ppbp/3p1np1/8/1PP5/4P3/PB1P1PPP/RN1QKBNR w KQkq -,1. b4 Nf6 2. Bb2 g6 3. c4 Bg7 4. e3 d6,폴리시 오프닝: 킹즈 인디언 바리에이션,Polish Opening: King's Indian Variation,-0.1
rnbqk2r/ppp1ppbp/3p1np1/8/1PP5/4PN2/PB1P1PPP/RN1QKB1R b KQkq -,1. b4 Nf6 2. Bb2 g6 3. c4 Bg7 4. e3 d6 5. Nf3,폴리시 오프닝: 킹즈 인디언 바리에이션,Polish Opening: King's Indian Variation,0.1
rnbq1rk1/ppp1ppbp/3p1np1/8/1PP5/4PN2/PB1P1PPP/RN1QKB1R w KQ -,1. b4 Nf6 2. Bb2 g6 3. c4 Bg7 4. e3 d6 5. Nf3 O-O,폴리시 오프닝: 킹즈 인디언 바리에이션,Polish Opening: King's Indian Variation,-0.2
rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -,1. b4 Nf6 2. Bb2 g6 3. c4 Bg7 4. e3 d6 5. Nf3 O-O 6. d4,"폴리시 오프닝: 킹즈 인디언 바리에이션, 소콜스키 어택","Polish Opening: King's Indian Variation, Sokolsky Attack",-0.1
rnbqkbnr/pp2pppp/2p5/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 d5 2. Bb2 c6,폴리시 오프닝,Polish Opening,0.0
rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq -,1. b4 d5 2. Bb2 c6 3. a4,폴리시 오프닝: 마이어스 바리에이션,Polish Opening: Myers Variation,-0.1
rnbqkbnr/pp1ppppp/2p5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -,1. b4 c6,폴리시 오프닝: 아웃플랭크 바리에이션,Polish Opening: Outflank Variation,0.0
rnbqkbnr/pppp1ppp/4p3/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -,1. b4 e6,폴리시 오프닝,Polish Opening,0.0
rnbqkbnr/pppp1ppp/4p3/8/1P6/8/PBPPPPPP/RN1QKBNR b KQkq -,1. b4 e6 2. Bb2,폴리시 오프닝,Polish Opening,-0.1
rnbqkb1r/pppp1ppp/4pn2/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 e6 2. Bb2 Nf6,폴리시 오프닝,Polish Opening,0.1
rnbqkb1r/pppp1ppp/4pn2/1P6/8/8/PBPPPPPP/RN1QKBNR b KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5,폴리시 오프닝,Polish Opening,-0.1
rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5 b6,폴리시 오프닝: 퀸즈 인디언 바리에이션,Polish Opening: Queen's Indian Variation,-0.2
rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5 a6,폴리시 오프닝: 퀸사이드 디펜스,Polish Opening: Queenside Defense,0.0
rnbqkb1r/1ppp1ppp/p3pn2/1P6/P7/8/1BPPPPPP/RN1QKBNR b KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4,폴리시 오프닝: 퀸사이드 디펜스,Polish Opening: Queenside Defense,0.1
rnbqkb1r/1ppp1ppp/4pn2/1p6/P7/8/1BPPPPPP/RN1QKBNR w KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4 axb5,폴리시 오프닝: 퀸사이드 디펜스,Polish Opening: Queenside Defense,-0.1
rnbqkb1r/1ppp1ppp/4pn2/1P6/8/8/1BPPPPPP/RN1QKBNR b KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4 axb5 5. axb5,폴리시 오프닝: 퀸사이드 디펜스,Polish Opening: Queenside Defense,0.0
1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/1BPPPPPP/rN1QKBNR w Kk -,1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4 axb5 5. axb5 Rxa1,폴리시 오프닝: 퀸사이드 디펜스,Polish Opening: Queenside Defense,-0.2
1nbqkb1r/1ppp1ppp/4pn2/1P6/8/8/2PPPPPP/BN1QKBNR b Kk -,1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4 axb5 5. axb5 Rxa1 6. Bxa1,폴리시 오프닝: 룩스 스왑 라인,Polish Opening: Rooks Swap Line,0.0
rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5 d5,폴리시 오프닝,Polish Opening,0.0
rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/4P3/PBPP1PPP/RN1QKBNR b KQkq -,1. b4 e6 2. Bb2 Nf6 3. b5 d5 4. e3,폴리시 오프닝: 시플러-소콜스키 바리에이션,Polish Opening: Schiffler-Sokolsky Variation,-0.1
rnbqkbnr/pp1ppppp/2p5/8/1P6/8/PBPPPPPP/RN1QKBNR b KQkq -,1. b4 c6 2. Bb2,폴리시 오프닝: 아웃플랭크 바리에이션,Polish Opening: Outflank Variation,0.0
rnbqkbnr/1p1ppppp/2p5/p7/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 c6 2. Bb2 a5,폴리시 오프닝: 아웃플랭크 바리에이션,Polish Opening: Outflank Variation,-0.1
rnbqkbnr/1p1ppppp/2p5/pP6/8/8/PBPPPPPP/RN1QKBNR b KQkq -,1. b4 c6 2. Bb2 a5 3. b5,폴리시 오프닝: 아웃플랭크 바리에이션,Polish Opening: Outflank Variation,0.2
rnbqkbnr/1p1ppppp/8/pp6/8/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 c6 2. Bb2 a5 3. b5 cxb5,폴리시 오프닝: 아웃플랭크 바리에이션,Polish Opening: Outflank Variation,0.2
rnbqkbnr/1p1ppppp/8/pp6/4P3/8/PBPP1PPP/RN1QKBNR b KQkq -,1. b4 c6 2. Bb2 a5 3. b5 cxb5 4. e4,폴리시 오프닝: 슈엘러 갬빗,Polish Opening: Schuehler Gambit,-0.2
rnbqkbnr/p1pppppp/8/1p6/1P6/8/P1PPPPPP/RNBQKBNR w KQkq -,1. b4 b5,폴리시 오프닝: 시메트리컬 바리에이션,Polish Opening: Symmetrical Variation,-0.3
rnbqkbnr/pppp2pp/5p2/4p3/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq -,1. b4 e5 2. Bb2 f6 3. e4,폴리시 오프닝: 타르타코워 갬빗,Polish Opening: Tartakower Gambit,-0.6
rnbqkbnr/pp1p1ppp/8/2p1p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq -,1. b4 e5 2. Bb2 c5,폴리시 오프닝: 볼퍼츠 갬빗,Polish Opening: Wolferts Gambit,-0.2
rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPPNPPPP/R1BQKBNR b KQkq -,1. d3 e5 2. Nd2,발렌시아 오프닝,Valencia Opening,-0.4
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq -,1. Nc3,반 기트 오프닝,Van Geet Opening,0.1
rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 e5,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.4
rnbqkbnr/pppp1ppp/8/4p3/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq -,1. Nc3 e5 2. Nf3,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,0.4
rnbqk1nr/pppp1ppp/8/2b1p3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq -,1. Nc3 e5 2. Nf3 Bc5,반 기트 오프닝: 빌로커스-요한센 갬빗,Van Geet Opening: Billockus-Johansen Gambit,-1.7
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 d5,반 기트 오프닝,Van Geet Opening,-0.2
rnbqkbnr/ppp1pppp/8/3p4/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq -,1. Nc3 d5 2. f4,반 기트 오프닝,Van Geet Opening,-0.4
rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 e5,반 기트 오프닝: 담하우그 갬빗,Van Geet Opening: Damhaug Gambit,0.0
rnbqkbnr/ppp1pppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq -,1. Nc3 d5 2. e4,반 기트 오프닝,Van Geet Opening,-0.4
rnbqkbnr/ppp1pppp/8/8/4p3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. Nc3 d5 2. e4 dxe4,반 기트 오프닝,Van Geet Opening,0.0
rnbqkbnr/ppp1pppp/8/8/4p3/2N2P2/PPPP2PP/R1BQKBNR b KQkq -,1. Nc3 d5 2. e4 dxe4 3. f3,반 기트 오프닝: 도허티 갬빗,Van Geet Opening: Dougherty Gambit,-0.6
rnbqkbnr/ppp1pppp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq -,1. Nc3 d5 2. e4 dxe4 3. d3,반 기트 오프닝: 던스트-페르네 갬빗,Van Geet Opening: Dunst-Perrenet Gambit,-0.4
rnbqkbnr/pp1ppppp/8/2p5/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 c5,반 기트 오프닝,Van Geet Opening,-0.3
rnbqkbnr/pp1ppppp/8/2p5/1P6/2N5/P1PPPPPP/R1BQKBNR b KQkq -,1. Nc3 c5 2. b4,반 기트 오프닝: 뒤셀도르프 갬빗,Van Geet Opening: Düsseldorf Gambit,-1.5
rnbqkbnr/pppp1ppp/8/4p3/8/1PN5/P1PPPPPP/R1BQKBNR b KQkq -,1. Nc3 e5 2. b3,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.8
rnbqkbnr/ppp2ppp/8/3pp3/8/1PN5/P1PPPPPP/R1BQKBNR w KQkq -,1. Nc3 e5 2. b3 d5,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,0.8
rnbqkbnr/ppp2ppp/8/3pp3/4P3/1PN5/P1PP1PPP/R1BQKBNR b KQkq -,1. Nc3 e5 2. b3 d5 3. e4,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.8
rnbqkbnr/ppp2ppp/8/4p3/4p3/1PN5/P1PP1PPP/R1BQKBNR w KQkq -,1. Nc3 e5 2. b3 d5 3. e4 dxe4,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,0.5
rnbqkbnr/ppp2ppp/8/4p3/4p3/1PNP4/P1P2PPP/R1BQKBNR b KQkq -,1. Nc3 e5 2. b3 d5 3. e4 dxe4 4. d3,반 기트 오프닝: 글라트바허 갬빗,Van Geet Opening: Gladbacher Gambit,-1.0
rnbqkbnr/ppp1pppp/8/8/2B1p3/2N5/PPPP1PPP/R1BQK1NR b KQkq -,1. Nc3 d5 2. e4 dxe4 3. Bc4,반 기트 오프닝: 헥터 갬빗,Van Geet Opening: Hector Gambit,-0.8
rnbqkbnr/ppp1pppp/3p4/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 d6,반 기트 오프닝,Van Geet Opening,-0.6
rnbqkbnr/ppp1pppp/3p4/8/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq -,1. Nc3 d6 2. f4,반 기트 오프닝,Van Geet Opening,0.0
rnbqkbnr/ppp2ppp/3p4/4p3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d6 2. f4 e5,반 기트 오프닝,Van Geet Opening,-0.4
rnbqkbnr/ppp2ppp/3p4/4P3/8/2N5/PPPPP1PP/R1BQKBNR b KQkq -,1. Nc3 d6 2. f4 e5 3. fxe5,반 기트 오프닝,Van Geet Opening,-0.2
r1bqkbnr/ppp2ppp/2np4/4P3/8/2N5/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d6 2. f4 e5 3. fxe5 Nc6,반 기트 오프닝: 헤르거트 갬빗,Van Geet Opening: Hergert Gambit,-0.5
rnbqkbnr/pppp1ppp/8/4p3/8/2N1P3/PPPP1PPP/R1BQKBNR b KQkq -,1. Nc3 e5 2. e3,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.1
rnbqkbnr/ppp2ppp/8/3pp3/8/2N1P3/PPPP1PPP/R1BQKBNR w KQkq -,1. Nc3 e5 2. e3 d5,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,0.2
rnbqkbnr/ppp2ppp/8/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR b KQkq -,1. Nc3 e5 2. e3 d5 3. Qh5,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.2
rn1qkbnr/ppp2ppp/4b3/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq -,1. Nc3 e5 2. e3 d5 3. Qh5 Be6,반 기트 오프닝: 훌제만 갬빗,Van Geet Opening: Hulsemann Gambit,-0.2
rnbqkbnr/ppp1pppp/8/8/3p1P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 d4,반 기트 오프닝,Van Geet Opening,0.0
rnbqkbnr/ppp1pppp/8/8/3pNP2/8/PPPPP1PP/R1BQKBNR b KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4,반 기트 오프닝,Van Geet Opening,-0.3
rnbqkbnr/ppp1p1pp/8/5p2/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 f5,반 기트 오프닝,Van Geet Opening,-0.6
rnbqkbnr/ppp1p1pp/8/5p2/3p1P2/8/PPPPPNPP/R1BQKBNR b KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2,반 기트 오프닝,Van Geet Opening,0.3
rnbqkb1r/ppp1p1pp/5n2/5p2/3p1P2/8/PPPPPNPP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2 Nf6,반 기트 오프닝,Van Geet Opening,-0.5
rnbqkb1r/ppp1p1pp/5n2/5p2/3p1P2/5N2/PPPPPNPP/R1BQKB1R b KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2 Nf6 5. Nf3,반 기트 오프닝,Van Geet Opening,0.4
rnbqkb1r/pp2p1pp/5n2/2p2p2/3p1P2/5N2/PPPPPNPP/R1BQKB1R w KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2 Nf6 5. Nf3 c5,반 기트 오프닝,Van Geet Opening,-0.6
rnbqkb1r/pp2p1pp/5n2/2p2p2/1P1p1P2/5N2/P1PPPNPP/R1BQKB1R b KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2 Nf6 5. Nf3 c5 6. b4,반 기트 오프닝: 옌드로섹 갬빗,Van Geet Opening: Jendrossek Gambit,-0.4
rnbqkbnr/ppppp1pp/8/5p2/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 f5,반 기트 오프닝,Van Geet Opening,-0.5
rnbqkbnr/ppppp1pp/8/5p2/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq -,1. Nc3 f5 2. e4,반 기트 오프닝,Van Geet Opening,0.6
rnbqkbnr/ppppp1pp/8/8/4p3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. Nc3 f5 2. e4 fxe4,반 기트 오프닝,Van Geet Opening,0.0
rnbqkbnr/ppppp1pp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq -,1. Nc3 f5 2. e4 fxe4 3. d3,반 기트 오프닝: 클뤼버 갬빗,Van Geet Opening: Kluever Gambit,0.5
rnbqkbnr/p1pppppp/8/1p6/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 b5,반 기트 오프닝: 라로슈 갬빗,Van Geet Opening: Laroche Gambit,-1.0
rnbqkb1r/ppp2ppp/5n2/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq -,1. Nc3 e5 2. e3 d5 3. Qh5 Nf6,반 기트 오프닝: 리비히 갬빗,Van Geet Opening: Liebig Gambit,0.1
rnbqkbnr/pp2pppp/8/2p5/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 c5,반 기트 오프닝: 멜레비 갬빗,Van Geet Opening: Melleby Gambit,-0.3
rnbqkbnr/pppppp1p/6p1/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 g6,반 기트 오프닝,Van Geet Opening,-0.6
rnbqkbnr/pppppp1p/6p1/8/7P/2N5/PPPPPPP1/R1BQKBNR b KQkq -,1. Nc3 g6 2. h4,반 기트 오프닝: 마이어스 어택,Van Geet Opening: Myers Attack,-0.2
r1bqkbnr/pppp1ppp/2n5/4p3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq -,1. Nc3 e5 2. Nf3 Nc6,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.3
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq -,1. Nc3 e5 2. Nf3 Nc6 3. d4,반 기트 오프닝: 나폴레옹 어택,Van Geet Opening: Napoleon Attack,0.2
rnbqkbnr/pp1ppppp/8/2p5/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq -,1. Nc3 c5 2. d4,반 기트 오프닝,Van Geet Opening,0.1
rnbqkbnr/pp1ppppp/8/8/3p4/2N5/PPP1PPPP/R1BQKBNR w KQkq -,1. Nc3 c5 2. d4 cxd4,반 기트 오프닝,Van Geet Opening,0.0
rnbqkbnr/pp1ppppp/8/8/3Q4/2N5/PPP1PPPP/R1B1KBNR b KQkq -,1. Nc3 c5 2. d4 cxd4 3. Qxd4,반 기트 오프닝,Van Geet Opening,-0.2
r1bqkbnr/pp1ppppp/2n5/8/3Q4/2N5/PPP1PPPP/R1B1KBNR w KQkq -,1. Nc3 c5 2. d4 cxd4 3. Qxd4 Nc6,반 기트 오프닝,Van Geet Opening,0.1
r1bqkbnr/pp1ppppp/2n5/8/7Q/2N5/PPP1PPPP/R1B1KBNR b KQkq -,1. Nc3 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qh4,반 기트 오프닝: 노보시비르스크 바리에이션,Van Geet Opening: Novosibirsk Variation,-0.8
rnbqkbnr/pppp1ppp/8/4p3/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq -,1. Nc3 e5 2. f4,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.4
rnbqkbnr/pppp1ppp/8/8/5p2/2N5/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 e5 2. f4 exf4,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,0.4
rnbqkbnr/pppp1ppp/8/8/4Pp2/2N5/PPPP2PP/R1BQKBNR b KQkq e3,1. Nc3 e5 2. f4 exf4 3. e4,반 기트 오프닝: 노보쿤스키 갬빗,Van Geet Opening: Nowokunski Gambit,-1.1
rnbqkbnr/ppp2ppp/8/4p3/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 e5,반 기트 오프닝: 파이퍼 갬빗,Van Geet Opening: Pfeiffer Gambit,0.0
rnbqkbnr/ppp2ppp/8/4p3/3pNP2/5N2/PPPPP1PP/R1BQKB1R b KQkq -,1. Nc3 d5 2. f4 d4 3. Ne4 e5 4. Nf3,"반 기트 오프닝: 파이퍼 갬빗, 슬레이프니르 카운터갬빗","Van Geet Opening: Pfeiffer Gambit, Sleipnir Countergambit",-1.2
rnbqkbnr/pppp1ppp/8/4p3/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq -,1. Nc3 e5 2. d4,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,0.3
rnbqkbnr/pppp1ppp/8/8/3p4/2N5/PPP1PPPP/R1BQKBNR w KQkq -,1. Nc3 e5 2. d4 exd4,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.2
rnbqkbnr/pppp1ppp/8/8/3Q4/2N5/PPP1PPPP/R1B1KBNR b KQkq -,1. Nc3 e5 2. d4 exd4 3. Qxd4,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,0.3
r1bqkbnr/pppp1ppp/2n5/8/3Q4/2N5/PPP1PPPP/R1B1KBNR w KQkq -,1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6,반 기트 오프닝: 리버스드 님조비치,Van Geet Opening: Reversed Nimzowitsch,-0.3
r1bqkbnr/pppp1ppp/2n5/8/Q7/2N5/PPP1PPPP/R1B1KBNR b KQkq -,1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4,반 기트 오프닝: 리버스드 스칸디나비안,Van Geet Opening: Reversed Scandinavian,-0.2
rnbqkbnr/pp1ppppp/8/2p5/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq -,1. Nc3 c5 2. Nf3,반 기트 오프닝,Van Geet Opening,-0.2
r1bqkbnr/pp1ppppp/2n5/2p5/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq -,1. Nc3 c5 2. Nf3 Nc6,반 기트 오프닝,Van Geet Opening,-0.3
r1bqkbnr/pp1ppppp/2n5/2p5/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq -,1. Nc3 c5 2. Nf3 Nc6 3. d4,반 기트 오프닝,Van Geet Opening,-0.2
r1bqkbnr/pp1ppppp/2n5/8/3p4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq -,1. Nc3 c5 2. Nf3 Nc6 3. d4 cxd4,반 기트 오프닝,Van Geet Opening,-0.4
r1bqkbnr/pp1ppppp/2n5/8/3N4/2N5/PPP1PPPP/R1BQKB1R b KQkq -,1. Nc3 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4,반 기트 오프닝: 시실리안 투 나이트,Van Geet Opening: Sicilian Two Knights,0.3
rnbqkbnr/ppp1pppp/8/3p4/8/2N1P3/PPPP1PPP/R1BQKBNR b KQkq -,1. Nc3 d5 2. e3,반 기트 오프닝,Van Geet Opening,-0.2
rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N1P3/PPP2PPP/R1BQKBNR b KQkq -,1. Nc3 d5 2. e3 e5 3. d4,반 기트 오프닝,Van Geet Opening,-0.3
rnbqk1nr/ppp2ppp/8/3pp3/1b1P4/2N1P3/PPP2PPP/R1BQKBNR w KQkq -,1. Nc3 d5 2. e3 e5 3. d4 Bb4,반 기트 오프닝: 슬레이프니르 갬빗,Van Geet Opening: Sleipnir Gambit,-1.2
rnbqkbnr/pp1ppppp/8/2p5/8/2N5/PPPPPPPP/1RBQKBNR b Kkq -,1. Nc3 c5 2. Rb1,반 기트 오프닝: 트와이블 어택,Van Geet Opening: Twyble Attack,-0.6
rnbqkb1r/pppppppp/5n2/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,1. Nc3 Nf6,반 기트 오프닝,Van Geet Opening,-0.2
rnbqkb1r/pppppppp/5n2/8/6P1/2N5/PPPPPP1P/R1BQKBNR b KQkq -,1. Nc3 Nf6 2. g4,반 기트 오프닝: 튀빙겐 갬빗,Van Geet Opening: Tübingen Gambit,-0.7
rnbqkbnr/ppp1pppp/8/3p4/8/2NP4/PPP1PPPP/R1BQKBNR b KQkq -,1. Nc3 d5 2. d3,반 기트 오프닝,Van Geet Opening,-0.3
rnbqkb1r/ppp1pppp/5n2/3p4/8/2NP4/PPP1PPPP/R1BQKBNR w KQkq -,1. Nc3 d5 2. d3 Nf6,반 기트 오프닝,Van Geet Opening,0.4
rnbqkb1r/ppp1pppp/5n2/3p4/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -,1. Nc3 d5 2. d3 Nf6 3. g3,반 기트 오프닝: 베네수엘라 바리에이션,Van Geet Opening: Venezolana Variation,-0.5
rnbqkbnr/ppp1pp1p/8/3p2p1/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 g5,반 기트 오프닝: 바르슈타이너 갬빗,Van Geet Opening: Warsteiner Gambit,-0.6
